tweet,subjectivity,polarity,score
 The lamestream media including CNN has blacked out the voter fraud story. Maybe tune in to the hearings?,0,0,Neutral
Love the bias Lamestream media not one mention on this story that he is a democratic Peice of shit  do as i say not as i do whatever the fuck i want politician! Garbage ass mofo! DemocraticDoubleStandard ,0.666666667,-0.108333333,Negative
Omg! The lamestream lying media is complicit in the fraud being perpetrated against the citizens of the United States! It’s awful! Talk about crimes against humanity FakeNews PatriotsUnited 🇺🇸🇺🇸🇺🇸🇺🇸,1,-1,Negative
" What do you care what the ""fake news"" reports (or doesn't report)? According to you, no one watches the  ""lamestream media"" anyway. logicmatters narcissist sociopath UnfitforOffice rapist racist disgrace fraud Covidiot",1,-0.5,Negative
Thanks Kristi for RATTING Out the LameStream Media! gg ,0.2,0.25,Positive
Americans need to fight. We need to take to the streets and take back what’s ours. This election will not be stolen. This is our biggest fight since the civil war. It’s time to take a stand against lies from the lamestream media and corruption.,0,0,Neutral
 I guess according to the uneducated ignorant lamestream media AFFIDAVITS are not proof people aren't going to risk perjury and a felony they know what they saw and heard,0,0,Neutral
 4 yrs of BS from lamestream media puppets &amp; corrupt DemonRATS it's wonder Trump is able to function at all! Trump isn't 1 who needs pardon which is y DemonRATS did everything they could to beat him (voter fraud) so they could make investigations go away! No idea how u face mirror,0.8125,0.140625,Positive
"damn right, ccp is involved their fingerprints are everywhere and they own the biden crime family syndicate.  The lamestream corporate media is silent and moans and groans .. they are all accomplices to this greatest voting fraud in US history ",0.527142857,0.377142857,Positive
"  I do regret to inform you that the only way ""Lamestream Media"" will be dropped once and for all is when all the Mass Media Outlets everywhere start making a practice of hiring real journalists for a change.  

There's really no other way.",0.558333333,0.0875,Positive
"  They're all traitors and their lamestream media is revealed and defunct.

 and
 

Exposing the deception.

What a time to be alive!
👍",0.4,0.125,Positive
Thank you ! There was nothing more disgusting than seeing the LameStream Media (including Social Media) mock what could have been a very serious injury. Knicks fans are happy you are back healthy &amp; better than before! ,0.554166667,0.128125,Positive
    The Lamestream media started the civil war when they did the premature ejaculation and announced Biden President elect and got all of you Libtards hopes up only to be let down when this gets straightened out. Not one republican has started one building on fire but wait and watch,0.72962963,0.214814815,Positive
" haha. yes. yes you do. What do you think Right Side Broadcasting is? That's the definition of Lamestream media. Maybe try reading listening to actual news, instead of lies that make you feel all cozy.",0.421428571,0.071428571,Positive
 Why the hell aren't you carrying our president's election fraud speech???? Just threw you in the lamestream media bucket!!! Enjoy your downfall!,0.5,0.5,Positive
 And funny also because I DIDN'T POST ANY OF MY RESEARCH 🤡😘 Sorry I don't get my news from the lamestream media guy.,1,-0.125,Negative
  How many people will never trust a word from any government spokesman or the lamestream media ever again?,0.5,0.5,Positive
" Yeah, Obama won elections in the 1990s, but he was a Tory and invaded Iraq so they don't actually count as wins. Also, Bernie would have won in 2017 and 2019 if centrists and the lamestream media hadn't forced him to campaign for a 2nd referendum on Brexit.",0.125,-1.39E-17,Negative
"   Bri be like: ""Since lamestream media doesn't like me I guess I gotta go on White supremacist shows to complain about Obama.""",0,0,Neutral
"    Voting is a scam, people!!!

The whole thing is rigged!!

Trump JUST said it at his presser!

Don't believe the fake lamestream media!!

Stay home, don't vote and STOP THE STEAL BEFORE THE STEAL STARTS!!

Okay, we good?

Thanks  y'all, maga- on my dudes!!",0.54,0.180625,Positive
" Breitbart (Dumbbart): not the news. For the boring versions of the news less the exciting entertaining hot conspiraces, try one the the so-called ""lamestream"" media, or at least realize many right-wing ""news"" media are highly partisan filters of the news, injecting entertainment.",0.607083333,0.030416667,Positive
" whoever wins the NFC East will be roundly shit on by the lamestream media, which essentially guarantees they will win at least one playoff game

BeastQuake
NoOneBelieves",0.416666667,0.033333333,Positive
 Yea just like people who don’t trust the “lamestream media” but then get their news from WhatsApp screenshots,0,0,Neutral
"Take down the lamestream media first. Until then, you cannot awaken the sheeple no matter how compelling the message. ",0.407407407,0.131481481,Positive
"  ""argued that the extended mail-in ballot deadline challenged the constitution.""

That isn't actually the argument, showing Lamestream media IS the propaganda arm of the DNC!

The argument was that the extended deadline was issued by an official that had no legal rights to do so!",0.133333333,-0.083333333,Negative
 Nothing. The lamestream media won't report on people getting ill from the vaxxine. Mass illness will be blamed on anything but the vaxxine.,1,-0.5,Negative
 You just don’t know where to look because you continue to a mind controlled drone who believes the lamestream media. Trump and his supporters are going ape and there isn’t anything dims are going to be able to do to stop them. ,0.625,0.5,Positive
"The real problem with ""defund the police"" is dumb people (ie Trump supporters) don't know what it means and the lamestream media distorts it just like with football players kneeling during the anthem that somehow became about the flag.",0.4,-0.0875,Negative
 I can only imagine how this would be wall-to-wall coverage by the lamestream media had the script reversed and it was Trump who apparently won and Biden’s attorneys uncovered irregularities.,0.675,0.025,Positive
   Just giving in to the lamestream media that voting is safe.,0.5,0.5,Positive
"I AM NOT A LOSER!! The Fake News reported Bad poll numbers and is not condemning the Lamestream Media for refusing to extend my four year replicant lifespan and, instead, encouraging voters to cast spells on the polling booths!",0.833333333,-0.6875,Negative
"  Oh really Benny? What evidence was that?
Answer: You don't know anything except what the LAMESTREAM media says
What evidence Benny? What? A second hand phone call?",0.1,0.1,Positive
 Yes. The patriotic English created a vaccine to save the world and all the lamestream media can do is spread fake news suggesting otherwise.,0.5,-0.25,Negative
"Donald J. Trump for President v. Montgomery Cty. Bd. of Elections. 

NOW THIS CASE WAS DENIED, AND WAS BY DONALD TRUMP.

NOT THEM OTHER CASES. Lamestream media think their lawyers now. They got lamestream media lawyers",0.375,-0.125,Negative
 I think the same any time the lamestream media gives him a platform!,0.125,0,Neutral
Lamestream media really showed is ass this time. They got me out here looking crazy when they just want to report what they want to. Niggas falling for it.,0.55,-0.2,Negative
"Watch the cases yourself, not RECAPs or what Lamestream media is reporting. I watching 7 hours and 22 minutes of testimony. Where the fuck was yall at? under a rock? a 7 hour long testimony and yall say fraud doesnt exist. Wtf",0.666666667,-0.316666667,Negative
The news did not cover black news during civil rights correctly either. We're just now learning they gave the slaves cocaine to work faster. These are all facts lamestream media does not cover. Do not believe lamestream media ,0.433333333,-0.166666667,Negative
Once again trump only had at max 5 cases. Lamestream media have you twisted.  Watch the actual court case that is 7 hours long. Not the Coup Lamestream media has ,0.625,-0.1375,Negative
"  Speaking of alternatives to the controlled lamestream media...

StopTheSteaI2020 
Live, Must watch:
 
STOP THE STEAL rally starting soon:


FightBack
AmericaFirst",0.3,0.068181818,Positive
"   the CENCERED press,  just like the RIGGED election &amp; the LAMEstream media",0,0,Neutral
" Learnings
Ideation
Lamestream Media
""At the end of the day""
""Make awesome content""",1,1,Positive
 Brilliant 2nd hour examples of the leftist lamestream media hypocrisy! Brilliant!,0.65,0.459375,Positive
" From one Donald to you and your Dad, dont give upThe Truth will prevail. You and Family Rock. Im Canadian and it sickens me how over the years  lamestream media and the counterparts Target your Father and Family with LIES! God will help make this right :-) Amen",0.767857143,0.392857143,Positive
" Fake news,lamestream media",1,-0.5,Negative
"This year, instead of Thanksgiving, we all sat around the table and complained. We called it a “hearing”. And, true to form, the lamestream media refused to cover it!",0.425,0.06875,Positive
Think about that: Lamestream media formed a coup to not report about REAL fraud from thousands of Americans.,0.3,0.2,Positive
"Once again you believe in CNN and Lamestream media. The same people who went on record to say, WE WILL NOT REPORT ABOUT FRAUD or HELP DONALD TRUMP. 

 has stated this themselves. Even if there was PROOF CNN will not post it. Watch the court cases, not article clippings ",0.125,0,Neutral
